# intensity_mean 	            intensity_std 	 backgroudn_mean 	 backgroudn_std 	 number_inner_pixels
3.408904595538833746e+03 1.534152220364510555e+01 3.406595170454545496e+03 1.113448418379257632e+01 2.000000000000000000e+00
3.418571083042193095e+03 4.113299804570192464e+01 3.405419987349778694e+03 1.092198568410696424e+01 2.000000000000000000e+00
3.422403654931470101e+03 1.304250292839438252e+01 3.420954768928220346e+03 1.221999744807549426e+01 2.000000000000000000e+00
3.428242407954850933e+03 2.181673040006899100e+01 3.423225536992840262e+03 1.257214851438387271e+01 2.000000000000000000e+00
3.452249932813759642e+03 1.350489550247894783e+02 3.423577653631285102e+03 1.131407158027578319e+01 2.000000000000000000e+00
3.429318194033861801e+03 2.155984688378419634e+01 3.424900378310214364e+03 1.247393903159981221e+01 2.000000000000000000e+00
3.406404729911314007e+03 1.947487494955683474e+01 3.403090116279069662e+03 1.798488327298980138e+01 2.000000000000000000e+00
3.411877989787691604e+03 3.223205386342399947e+01 3.404815340909090992e+03 1.111867761603130234e+01 2.000000000000000000e+00
3.425258532652512713e+03 1.272045894122661203e+01 3.422855491329479719e+03 1.120271366878233366e+01 2.000000000000000000e+00
3.428803547433485619e+03 2.270230436026910326e+01 3.427080965909090992e+03 2.221320965457105601e+01 2.000000000000000000e+00
3.406212846009137138e+03 2.267821372101704114e+01 3.403461898395722073e+03 1.726615782453531622e+01 2.000000000000000000e+00
3.427765923138941162e+03 1.813521668278848509e+01 3.424597560975609667e+03 1.121816879550003776e+01 2.000000000000000000e+00
3.418255038968019562e+03 2.298953975018016749e+01 3.417148437500000000e+03 2.144337585582801964e+01 2.000000000000000000e+00
3.426889277076054896e+03 1.271954084089756343e+01 3.425493253373313564e+03 1.130745993294702245e+01 2.000000000000000000e+00
3.421877989787691604e+03 4.456483311168575767e+01 3.406338138925294970e+03 1.148996714086384863e+01 2.000000000000000000e+00
3.465442891695780872e+03 1.739327236165221393e+02 3.428156219864995364e+03 1.158190373384983118e+01 2.000000000000000000e+00
3.407712174146734924e+03 2.306996438637926516e+01 3.402123484013230609e+03 1.723481290743432481e+01 2.000000000000000000e+00
3.417265788766460446e+03 2.358971470487842481e+01 3.414621029572836960e+03 2.199170599986387131e+01 2.000000000000000000e+00
3.412459822628325583e+03 1.437405097513873109e+01 3.410736268939393995e+03 1.299136699436272124e+01 2.000000000000000000e+00
3.406707336737435980e+03 1.908712319578769012e+01 3.403041031652989659e+03 1.735092471266865033e+01 2.000000000000000000e+00
3.423740392367642926e+03 1.474627496613361366e+01 3.421339184060720982e+03 1.105661820654772676e+01 2.000000000000000000e+00
3.428898414404729920e+03 1.592473901587485763e+01 3.424292993630573164e+03 1.116381275559553821e+01 2.000000000000000000e+00
3.419065573770491937e+03 1.581120133357542556e+01 3.418009192383453865e+03 1.434409405799029713e+01 2.000000000000000000e+00
3.429269551195915028e+03 1.603780336678407181e+01 3.428155776515151501e+03 1.425966162243754454e+01 2.000000000000000000e+00
3.654545821015855836e+03 1.429756536974801293e+03 3.420764560710760179e+03 1.633026453286180413e+01 2.000000000000000000e+00
3.407052942757323308e+03 1.906077755860501455e+01 3.404025416997616958e+03 1.707775952105533790e+01 2.000000000000000000e+00
3.418873421123354092e+03 1.764308709566662259e+01 3.418886729222519989e+03 1.795395244331640683e+01 2.000000000000000000e+00
3.422550389680193348e+03 1.420479081924404596e+01 3.421065814393939490e+03 1.247417506152412336e+01 2.000000000000000000e+00
3.460084117172802962e+03 1.367468198393650596e+02 3.426287868852458814e+03 1.131349478767145555e+01 2.000000000000000000e+00
3.450377586670249912e+03 1.040122303947083395e+02 3.428833751883475543e+03 1.177087407890047999e+01 2.000000000000000000e+00
3.416485622144584795e+03 2.201054864732310890e+01 3.414813984168865318e+03 2.253226276096204472e+01 2.000000000000000000e+00
3.427520827734480008e+03 4.318423198256939344e+01 3.414678716904276826e+03 1.322910815703957965e+01 2.000000000000000000e+00
3.459176834184358995e+03 1.362255051029557080e+02 3.427825596816976031e+03 1.147593295164506344e+01 2.000000000000000000e+00
3.419158022037086994e+03 2.331466328437992175e+01 3.415583715596330421e+03 2.245591728379692142e+01 2.000000000000000000e+00
3.425275194840096901e+03 1.382950081698592903e+01 3.423325413223140458e+03 1.040226527075381568e+01 2.000000000000000000e+00
3.427604407417361017e+03 1.523985150285834322e+01 3.425362155388471365e+03 1.106170532411747232e+01 2.000000000000000000e+00
3.427073636119322600e+03 1.534459352051871939e+01 3.423397043294614377e+03 1.050281360810594933e+01 2.000000000000000000e+00
3.405670249932813931e+03 2.187277471565449005e+01 3.402610433934666162e+03 1.586753024871713613e+01 2.000000000000000000e+00
3.417888470841171511e+03 2.710245481651402244e+01 3.412575989782886154e+03 1.347085348063376209e+01 2.000000000000000000e+00
3.405077936038699136e+03 1.714806912759658886e+01 3.403644705882352810e+03 1.500779018010197952e+01 2.000000000000000000e+00
3.405993550120935197e+03 1.228537152283775313e+01 3.404827651515151501e+03 1.077668607070082096e+01 2.000000000000000000e+00
3.421454447729105141e+03 2.509288591706604876e+01 3.417422707423580960e+03 1.654052611084572888e+01 2.000000000000000000e+00
3.425818328406342516e+03 1.201990633690382460e+01 3.423970156324016898e+03 1.059850636689441217e+01 2.000000000000000000e+00
3.439110991668906081e+03 7.225847770487519028e+01 3.417031007751937977e+03 2.231380772668586232e+01 2.000000000000000000e+00
3.420440472991131628e+03 5.071641828095182802e+01 3.411158620689654981e+03 1.355413779585551559e+01 2.000000000000000000e+00
3.419569470572426781e+03 1.469332009555828300e+01 3.418536467751657710e+03 1.428042037506678419e+01 2.000000000000000000e+00
3.408909970438054188e+03 1.650834193447737874e+01 3.406505834305717599e+03 1.249406957702930576e+01 2.000000000000000000e+00
3.441367105616769550e+03 7.203280280435794225e+01 3.414898701298701326e+03 2.253833959190712122e+01 2.000000000000000000e+00
3.435582907820478340e+03 7.025044588652380639e+01 3.416349040139616136e+03 1.863127060292362813e+01 2.000000000000000000e+00
3.421436173071755093e+03 1.085207630329762551e+01 3.421616950757575978e+03 1.067519589369615751e+01 2.000000000000000000e+00
3.426271432410642319e+03 1.455322135766900971e+01 3.422987940630797766e+03 9.858499964370629698e+00 2.000000000000000000e+00
3.419883633431873022e+03 1.474317093767486853e+01 3.419140516698172632e+03 1.451131416083401859e+01 2.000000000000000000e+00
3.418947863477559622e+03 1.087380750877440860e+01 3.418267045454545496e+03 1.037026147639696561e+01 2.000000000000000000e+00
3.431774254232733256e+03 2.876276283814152990e+01 3.423521799307958645e+03 9.955352347411256630e+00 2.000000000000000000e+00
3.408808384842784108e+03 1.958774508966349615e+01 3.405863005431502643e+03 1.104382836613547170e+01 2.000000000000000000e+00
3.432592582639075317e+03 2.938156963208121297e+01 3.427180397727272521e+03 1.431398891398522011e+01 2.000000000000000000e+00
3.443529965063155032e+03 7.199490282671084174e+01 3.422991341991341869e+03 2.188468229100618956e+01 2.000000000000000000e+00
3.423895458210158722e+03 1.041398308056003685e+01 3.422332259796027756e+03 9.407610217158861587e+00 2.000000000000000000e+00
3.428765923138941162e+03 3.124557101236500500e+01 3.423524658348187586e+03 1.051122611485650005e+01 2.000000000000000000e+00
3.445580489115829096e+03 7.368479930682680390e+01 3.420718487394958174e+03 2.252494465266415347e+01 2.000000000000000000e+00
3.446367374361730526e+03 7.348630653291381520e+01 3.425450777202072459e+03 2.135837586529487808e+01 2.000000000000000000e+00
3.440447729105079361e+03 7.080721673126558358e+01 3.417029702970296967e+03 1.903043703058706981e+01 2.000000000000000000e+00
3.424565439398011222e+03 1.268198157545112359e+01 3.422516064257028120e+03 9.638760247128642433e+00 2.000000000000000000e+00
3.425207202364955720e+03 1.231368261824416521e+01 3.423583161157024733e+03 9.626995098948862406e+00 2.000000000000000000e+00
3.425074442354205985e+03 1.046251521039679133e+01 3.424102272727272521e+03 1.008049771730791733e+01 2.000000000000000000e+00
3.409385111529158621e+03 1.213680788612881400e+01 3.406509328358209132e+03 9.409488306792431089e+00 2.000000000000000000e+00
3.446861596345068392e+03 7.301012458112349179e+01 3.417289592760181222e+03 2.101878776715421182e+01 2.000000000000000000e+00
3.418897070679924582e+03 1.231451554953239480e+01 3.417410984848484986e+03 1.107355882680358228e+01 2.000000000000000000e+00
3.447250470303681595e+03 7.305860992512523922e+01 3.423316582914572791e+03 2.219183779468110274e+01 2.000000000000000000e+00
3.430731255038967902e+03 5.552099446516810843e+01 3.417389400921658762e+03 1.646957754266125207e+01 2.000000000000000000e+00
3.431763235689330941e+03 2.869287278824355525e+01 3.423853115727003114e+03 9.768041092806763359e+00 2.000000000000000000e+00
